Scaffold,start,end,dir,feature,CGI_ID,type,ID,Description
scaffold1874,141606,143108,1,gene,CGI_10011926,transcript,EKC23580,
scaffold1874,149925,151403,1,gene,CGI_10011927,transcript,EKC23581,Tripartite motif-containing protein 3 
scaffold1874,159255,159506,-1,gene,CGI_10011928,transcript,EKC23582,
scaffold1874,177720,184094,1,gene,CGI_10011930,transcript,EKC23583,
scaffold1874,218597,229500,1,gene,CGI_10011931,transcript,EKC23584,Calcitonin receptor 
scaffold1874,234506,269737,-1,gene,CGI_10011932,transcript,EKC23585,Calcitonin receptor 
scaffold1874,288511,297764,1,gene,CGI_10011933,transcript,EKC23586,Tripartite motif-containing protein 2 
scaffold35912,2448,13613,1,gene,CGI_10001658,transcript,EKC22699,Nucleobindin-2 
scaffold35912,14234,27414,-1,gene,CGI_10001659,transcript,EKC22700,Elongation factor 1-beta 
scaffold1888,45528,49814,1,gene,CGI_10013291,transcript,EKC23411,
scaffold1888,49981,53887,1,gene,CGI_10013292,transcript,EKC23412,
scaffold1888,53959,57886,1,gene,CGI_10013293,transcript,EKC23413,Mammalian ependymin-related protein 1 
scaffold1888,59436,60581,-1,gene,CGI_10013294,transcript,EKC23414,Beta-2 adrenergic receptor 
scaffold1888,63277,86416,-1,gene,CGI_10013295,transcript,EKC23415,"Chaperone activity of bc1 complex-like, mitochondrial "
scaffold1888,90001,109703,-1,gene,CGI_10013296,transcript,EKC23416,RNA-binding protein Nova-1 
scaffold1888,114572,148611,1,gene,CGI_10013297,transcript,EKC23417,Amine oxidase
scaffold1888,151221,151743,-1,gene,CGI_10013302,transcript,EKC23418,
scaffold1888,192429,205129,-1,gene,CGI_10013303,transcript,EKC23419,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase "
scaffold1888,249044,250183,-1,gene,CGI_10013305,transcript,EKC23420,
scaffold1888,264438,271851,-1,gene,CGI_10013306,transcript,EKC23421,Centrosomal protein of 57 kDa 
scaffold1888,283047,290595,1,gene,CGI_10013307,transcript,EKC23422,Protein FAM76A 
scaffold1888,306493,307910,1,gene,CGI_10013308,transcript,EKC23423,
scaffold1888,314412,314824,-1,gene,CGI_10013309,transcript,EKC23424,
scaffold1888,324390,329532,-1,gene,CGI_10013310,transcript,EKC23425,"Reticulon-4-interacting protein 1-like protein, mitochondrial "
scaffold1889,54792,57192,-1,gene,CGI_10019601,transcript,EKC23384,Kappa-type opioid receptor 
scaffold1889,73173,88565,-1,gene,CGI_10019602,transcript,EKC23385,
scaffold1889,129521,129823,1,gene,CGI_10019603,transcript,EKC23386,
scaffold1889,132633,135442,-1,gene,CGI_10019604,transcript,EKC23387,
scaffold1889,137497,147497,1,gene,CGI_10019605,transcript,EKC23388,Exocyst complex component 8 
scaffold1889,152140,159235,-1,gene,CGI_10019606,transcript,EKC23389,Four-domain proteases inhibitor 
scaffold1889,168717,180210,-1,gene,CGI_10019607,transcript,EKC23390,
scaffold1889,199666,208024,-1,gene,CGI_10019608,transcript,EKC23391,
scaffold1889,208254,211695,1,gene,CGI_10019609,transcript,EKC23392,TAR DNA-binding protein 43 
scaffold1889,219482,225454,-1,gene,CGI_10019610,transcript,EKC23393,
scaffold1889,246450,269482,-1,gene,CGI_10019611,transcript,EKC23394,Cholecystokinin receptor 
scaffold1889,282551,308226,-1,gene,CGI_10019612,transcript,EKC23395,
scaffold1889,323907,326641,1,gene,CGI_10019614,transcript,EKC23396,Transcription factor HES-1 
scaffold1889,349006,349230,-1,gene,CGI_10019615,transcript,EKC23397,
scaffold1889,356127,364951,-1,gene,CGI_10019616,transcript,EKC23398,Transcription factor HES-1-B 
scaffold1889,371396,372517,-1,gene,CGI_10019617,transcript,EKC23399,Orexin receptor type 1 
scaffold1889,420375,422565,1,gene,CGI_10019618,transcript,EKC23400,
scaffold1889,445142,454268,1,gene,CGI_10019619,transcript,EKC23401,Leishmanolysin-like peptidase 
scaffold1889,455027,469823,1,gene,CGI_10019620,transcript,EKC23402,
scaffold1889,475143,489179,-1,gene,CGI_10019621,transcript,EKC23403,
scaffold1889,495203,496552,1,gene,CGI_10019622,transcript,EKC23404,
scaffold1889,501897,505207,-1,gene,CGI_10019623,transcript,EKC23405,
scaffold1889,506063,509863,1,gene,CGI_10019624,transcript,EKC23406,Zinc finger protein 83 
scaffold1889,511147,522426,-1,gene,CGI_10019625,transcript,EKC23407,GPI ethanolamine phosphate transferase 1 
scaffold1889,552014,558963,1,gene,CGI_10019627,transcript,EKC23408,IgGFc-binding protein 
scaffold1889,562057,574839,1,gene,CGI_10019628,transcript,EKC23409,Multiple epidermal growth factor-like domains 10 
scaffold1889,575360,587358,1,gene,CGI_10019629,transcript,EKC23410,Scavenger receptor class F member 2 
scaffold999,23147,24888,1,gene,CGI_10006969,transcript,EKC31253,Prohormone-4 
scaffold999,39254,45360,-1,gene,CGI_10006970,transcript,EKC31254,Cell division control protein 42-like protein 
scaffold999,47971,57911,-1,gene,CGI_10006971,transcript,EKC31255,Iron/zinc purple acid phosphatase-like protein 
scaffold999,88395,99702,-1,gene,CGI_10006972,transcript,EKC31256,
scaffold999,107744,126675,1,gene,CGI_10006973,transcript,EKC31257,Multiple epidermal growth factor-like domains 10 
C34256,8451,10352,1,gene,CGI_10001257,transcript,EKC17294,
C34256,10416,11159,1,gene,CGI_10001258,transcript,EKC17295,
scaffold13,1303,2527,1,gene,CGI_10013193,transcript,EKC43014,
scaffold13,4258,15888,1,gene,CGI_10013194,transcript,EKC43015,Low-density lipoprotein receptor-related protein 5 
scaffold13,17885,35459,-1,gene,CGI_10013195,transcript,EKC43016,Low-density lipoprotein receptor-related protein 6 
scaffold13,38091,38315,1,gene,CGI_10013196,transcript,EKC43017,
scaffold13,69739,92923,-1,gene,CGI_10013198,transcript,EKC43018,Vacuolar protein sorting-associated protein 11-like protein 
scaffold13,93585,96181,1,gene,CGI_10013199,transcript,EKC43019,
scaffold13,96382,101251,1,gene,CGI_10013200,transcript,EKC43020,Laminin-like protein epi-1 
scaffold13,104907,109173,1,gene,CGI_10013201,transcript,EKC43021,Calmodulin 
scaffold13,112352,118814,1,gene,CGI_10013202,transcript,EKC43022,Calmodulin 
scaffold13,119028,120461,1,gene,CGI_10013203,transcript,EKC43023,Calmodulin 
scaffold13,121736,127612,1,gene,CGI_10013204,transcript,EKC43024,Squidulin 
scaffold13,134789,137366,-1,gene,CGI_10013206,transcript,EKC43025,Peroxidasin 
scaffold13,172056,194004,1,gene,CGI_10013207,transcript,EKC43026,Vacuolar protein sorting-associated protein 13C 
scaffold13,334280,334597,-1,gene,CGI_10013208,transcript,EKC43027,
scaffold13,338304,338977,-1,gene,CGI_10013209,transcript,EKC43028,
scaffold397,28845,29921,1,gene,CGI_10003359,transcript,EKC37478,
scaffold15,9822,10034,1,gene,CGI_10001332,transcript,EKC43013,Transporter 
scaffold484,64578,72452,1,gene,CGI_10005366,transcript,EKC36272,Runt-related transcription factor 1 
scaffold484,100406,107709,-1,gene,CGI_10005367,transcript,EKC36273,
scaffold484,117245,123342,1,gene,CGI_10005368,transcript,EKC36274,Tolloid-like protein 1 
C22248,385,654,1,gene,CGI_10000075,transcript,EKC17891,"Dynein light chain 2, cytoplasmic "
scaffold1556,48,5520,-1,gene,CGI_10010471,transcript,EKC26567,Brix domain-containing protein 1 
scaffold1556,70111,71475,-1,gene,CGI_10010472,transcript,EKC26568,
scaffold1556,98989,101989,-1,gene,CGI_10010473,transcript,EKC26569,
scaffold1556,101999,103041,1,gene,CGI_10010474,transcript,EKC26570,40S ribosomal protein S28 
scaffold1556,170803,171600,-1,gene,CGI_10010475,transcript,EKC26571,
scaffold1556,188925,217260,-1,gene,CGI_10010476,transcript,EKC26572,
scaffold1556,253099,254577,1,gene,CGI_10010477,transcript,EKC26573,
scaffold1556,261229,263899,-1,gene,CGI_10010478,transcript,EKC26574,DNA-(Apurinic or apyrimidinic site) lyase 
scaffold30658,2349,2579,-1,gene,CGI_10000648,transcript,EKC23077,
scaffold37092,97,5721,1,gene,CGI_10002286,transcript,EKC22442,Disintegrin and metalloproteinase domain-containing protein 10 
scaffold37092,20131,25087,-1,gene,CGI_10002287,transcript,EKC22443,Heat shock 70 kDa protein 12B 
scaffold35276,9063,12935,1,gene,CGI_10001454,transcript,EKC22803,
C31130,1615,7443,-1,gene,CGI_10000707,transcript,EKC17491,
scaffold1374,53120,54241,-1,gene,CGI_10003418,transcript,EKC27730,Tripartite motif-containing protein 2 
scaffold1374,59001,64557,1,gene,CGI_10003419,transcript,EKC27731,Glycerophosphodiester phosphodiesterase domain-containing protein 5 
C28632,4377,4646,1,gene,CGI_10000454,transcript,EKC17618,IMPACT-like protein 
scaffold827,1774,15096,-1,gene,CGI_10007008,transcript,EKC32510,Fibrillin-2 
scaffold827,49030,49467,-1,gene,CGI_10007009,transcript,EKC32511,
scaffold827,63309,72074,-1,gene,CGI_10007010,transcript,EKC32512,Neurogenic locus notch-like protein 2 
scaffold827,72589,87805,-1,gene,CGI_10007011,transcript,EKC32513,Fibropellin-3 
scaffold827,103077,115501,1,gene,CGI_10007012,transcript,EKC32514,
scaffold827,118327,151532,-1,gene,CGI_10007013,transcript,EKC32515,Tyrosine-protein phosphatase non-receptor type 22 
scaffold827,153686,158336,1,gene,CGI_10007014,transcript,EKC32516,Mps one binder kinase activator-like 2B 
scaffold827,163135,163338,-1,gene,CGI_10007015,transcript,EKC32517,
C27020,1314,2519,-1,gene,CGI_10000339,transcript,EKC17689,Tripartite motif-containing protein 3 
scaffold1539,236,25904,-1,gene,CGI_10001569,transcript,EKC26666,Centromere-associated protein E 
scaffold42762,8863,10035,1,gene,CGI_10007600,transcript,EKC19767,Ficolin-1 
scaffold42762,31838,36532,1,gene,CGI_10007601,transcript,EKC19768,Angiopoietin-4 
scaffold42762,53407,60375,1,gene,CGI_10007602,transcript,EKC19769,Fibroleukin 
scaffold42762,61695,70621,1,gene,CGI_10007603,transcript,EKC19770,Ficolin-1 
scaffold42762,92844,95417,1,gene,CGI_10007604,transcript,EKC19771,Fibrinogen-like protein 1 
scaffold42762,98872,117374,1,gene,CGI_10007605,transcript,EKC19772,
scaffold42762,130019,148637,-1,gene,CGI_10007606,transcript,EKC19773,Ecdysone receptor 
C33332,3295,6430,1,gene,CGI_10001044,transcript,EKC17344,
C33332,12265,12756,1,gene,CGI_10001045,transcript,EKC17345,
scaffold541,50245,65351,-1,gene,CGI_10022375,transcript,EKC35473,
scaffold541,74207,79943,-1,gene,CGI_10022376,transcript,EKC35474,
scaffold541,80657,81558,-1,gene,CGI_10022377,transcript,EKC35475,
scaffold541,106056,107192,1,gene,CGI_10022378,transcript,EKC35476,IMPACT-like protein 
scaffold541,133762,133926,1,gene,CGI_10022379,transcript,EKC35477,
scaffold541,243677,259833,1,gene,CGI_10022381,transcript,EKC35478,
scaffold541,267671,271090,-1,gene,CGI_10022383,transcript,EKC35479,Universal stress protein A-like protein 
scaffold541,277149,279981,-1,gene,CGI_10022384,transcript,EKC35480,Universal stress protein A-like protein 
scaffold541,284449,289835,1,gene,CGI_10022385,transcript,EKC35481,Peroxisomal sarcosine oxidase 
scaffold541,290826,297279,1,gene,CGI_10022386,transcript,EKC35482,Peroxisomal sarcosine oxidase 
scaffold541,301203,301839,-1,gene,CGI_10022387,transcript,EKC35483,
scaffold541,302407,306928,-1,gene,CGI_10022388,transcript,EKC35484,Universal stress protein A-like protein 
scaffold541,307342,311818,-1,gene,CGI_10022389,transcript,EKC35485,
scaffold541,318720,324136,1,gene,CGI_10022390,transcript,EKC35486,
scaffold541,373407,387637,-1,gene,CGI_10022391,transcript,EKC35487,Multiple epidermal growth factor-like domains 6 
scaffold541,389327,398011,1,gene,CGI_10022393,transcript,EKC35488,
scaffold541,466590,480582,1,gene,CGI_10022394,transcript,EKC35489,Tripartite motif-containing protein 2 
scaffold541,480601,483766,1,gene,CGI_10022395,transcript,EKC35490,A-kinase anchor protein 9 
scaffold541,523401,532025,1,gene,CGI_10022396,transcript,EKC35491,Citrate synthase 
scaffold541,533860,534021,1,gene,CGI_10022397,transcript,EKC35492,"Putative citrate synthase, mitochondrial "
scaffold541,534375,545546,-1,gene,CGI_10022398,transcript,EKC35493,
scaffold541,549553,554535,1,gene,CGI_10022399,transcript,EKC35494,Ras-related protein Rab-18-B 
scaffold541,561486,562616,-1,gene,CGI_10022400,transcript,EKC35495,
scaffold541,564546,595521,-1,gene,CGI_10022401,transcript,EKC35496,Disintegrin and metalloproteinase domain-containing protein 15 
scaffold541,602981,603514,1,gene,CGI_10022402,transcript,EKC35497,
scaffold541,623249,624362,-1,gene,CGI_10022405,transcript,EKC35498,Collagen alpha-2(VIII) chain 
scaffold541,625169,631585,1,gene,CGI_10022406,transcript,EKC35499,Aggrecan core protein 
scaffold541,708387,708665,-1,gene,CGI_10022407,transcript,EKC35500,
scaffold40026,9413,14597,-1,gene,CGI_10003828,transcript,EKC21534,
scaffold40026,16295,33029,-1,gene,CGI_10003829,transcript,EKC21535,60S ribosomal protein L28 
scaffold40026,42935,55873,-1,gene,CGI_10003831,transcript,EKC21536,
scaffold1786,6672,12098,1,gene,CGI_10008577,transcript,EKC24561,Tripartite motif-containing protein 56 
scaffold1786,14457,17895,1,gene,CGI_10008578,transcript,EKC24562,TWiK family of potassium channels protein 7 
scaffold1786,89657,92279,-1,gene,CGI_10008579,transcript,EKC24563,Globin 
scaffold1786,140074,147938,-1,gene,CGI_10008580,transcript,EKC24564,Regulator of G-protein signaling 3 
scaffold1786,201620,208641,1,gene,CGI_10008581,transcript,EKC24565,
C31256,3716,4656,1,gene,CGI_10000717,transcript,EKC17486,Kin of IRRE-like protein 2 
C31256,4931,5962,1,gene,CGI_10000718,transcript,EKC17487,
C31256,7994,8410,-1,gene,CGI_10000719,transcript,EKC17488,
scaffold859,20063,31535,-1,gene,CGI_10003161,transcript,EKC32284,
scaffold859,51735,61426,1,gene,CGI_10003162,transcript,EKC32285,
C22972,493,1741,-1,gene,CGI_10000096,transcript,EKC17872,Tubulin polymerization-promoting protein family member 3 
scaffold193,270,12853,-1,gene,CGI_10015220,transcript,EKC40240,WD repeat-containing protein 68 
scaffold193,14875,29688,-1,gene,CGI_10015221,transcript,EKC40241,DNA-binding protein SATB2 
scaffold193,74305,79214,-1,gene,CGI_10015223,transcript,EKC40242,Chondroitin sulfate synthase 2 
scaffold193,102937,104430,-1,gene,CGI_10015224,transcript,EKC40243,Tripartite motif-containing protein 3 
scaffold193,111772,117504,1,gene,CGI_10015225,transcript,EKC40244,Ecto-NOX disulfide-thiol exchanger 1 
scaffold193,129851,153952,-1,gene,CGI_10015226,transcript,EKC40245,Fibronectin type-III domain-containing protein 3a 
scaffold193,159903,161923,-1,gene,CGI_10015227,transcript,EKC40246,
scaffold193,181570,199075,-1,gene,CGI_10015228,transcript,EKC40247,
scaffold193,205256,214331,-1,gene,CGI_10015229,transcript,EKC40248,DNA repair protein complementing XP-G cells-like protein 
scaffold193,214543,219204,1,gene,CGI_10015230,transcript,EKC40249,H/ACA ribonucleoprotein complex subunit 4 
scaffold193,267707,270094,1,gene,CGI_10015233,transcript,EKC40250,Tripartite motif-containing protein 2 
scaffold193,303409,304902,-1,gene,CGI_10015234,transcript,EKC40251,
scaffold193,325210,325401,-1,gene,CGI_10015235,transcript,EKC40252,
scaffold193,325602,328204,1,gene,CGI_10015236,transcript,EKC40253,
scaffold193,330087,335461,-1,gene,CGI_10015237,transcript,EKC40254,Leukocyte surface antigen CD53 
scaffold193,348501,369782,1,gene,CGI_10015239,transcript,EKC40255,Band 4.1-like protein 3 
scaffold193,370417,371757,-1,gene,CGI_10015240,transcript,EKC40256,
scaffold193,376294,392945,1,gene,CGI_10015241,transcript,EKC40257,"Succinyl-CoA\x3a3-ketoacid-coenzyme A transferase 1, mitochondrial "
scaffold193,393436,394374,1,gene,CGI_10015242,transcript,EKC40258,Syntaxin-1A 
scaffold193,397192,403573,1,gene,CGI_10015243,transcript,EKC40259,"Succinyl-CoA\x3a3-ketoacid-coenzyme A transferase 1, mitochondrial "
scaffold193,406572,408231,-1,gene,CGI_10015244,transcript,EKC40260,
scaffold193,408497,408895,-1,gene,CGI_10015246,transcript,EKC40261,
scaffold193,411944,415558,1,gene,CGI_10015247,transcript,EKC40262,Ankyrin repeat domain-containing protein 50 
scaffold193,416048,422414,-1,gene,CGI_10015248,transcript,EKC40263,COBW domain-containing protein 5 
scaffold38966,10273,40286,1,gene,CGI_10003112,transcript,EKC21918,Dynactin subunit 1 
scaffold38966,40711,56502,1,gene,CGI_10003113,transcript,EKC21919,
scaffold38966,63161,63816,1,gene,CGI_10003114,transcript,EKC21920,
scaffold1727,1645,2065,-1,gene,CGI_10002669,transcript,EKC25140,
scaffold1727,2441,2832,1,gene,CGI_10002670,transcript,EKC25141,
scaffold1727,4392,8500,1,gene,CGI_10002671,transcript,EKC25142,Regucalcin 
scaffold1727,27437,43036,1,gene,CGI_10002672,transcript,EKC25143,Fucolectin 
scaffold36572,5417,10874,-1,gene,CGI_10002009,transcript,EKC22575,ETS-related transcription factor Elf-5 
C19532,155,601,-1,gene,CGI_10000017,transcript,EKC17943,
scaffold925,10485,18876,-1,gene,CGI_10017408,transcript,EKC31828,
scaffold925,19099,20900,-1,gene,CGI_10017409,transcript,EKC31829,
scaffold925,20979,21158,-1,gene,CGI_10017410,transcript,EKC31830,
scaffold925,89060,89524,1,gene,CGI_10017411,transcript,EKC31831,Tripartite motif-containing protein 2 
scaffold925,124334,157225,-1,gene,CGI_10017412,transcript,EKC31832,Crossover junction endonuclease EME1 
scaffold925,159430,168214,-1,gene,CGI_10017415,transcript,EKC31833,
scaffold925,169021,175816,-1,gene,CGI_10017416,transcript,EKC31834,Chorion peroxidase 
scaffold925,185655,201680,-1,gene,CGI_10017418,transcript,EKC31835,Putative glycogen
scaffold925,203778,209303,1,gene,CGI_10017419,transcript,EKC31836,
scaffold925,224843,231445,1,gene,CGI_10017420,transcript,EKC31837,
scaffold925,232303,237491,1,gene,CGI_10017421,transcript,EKC31838,
scaffold925,245750,251543,-1,gene,CGI_10017422,transcript,EKC31839,
scaffold925,265784,299058,-1,gene,CGI_10017423,transcript,EKC31840,
scaffold925,349738,351577,1,gene,CGI_10017425,transcript,EKC31841,Peroxidasin-like protein 
scaffold925,368361,388516,1,gene,CGI_10017426,transcript,EKC31842,Chorion peroxidase 
scaffold925,389719,390190,1,gene,CGI_10017427,transcript,EKC31843,
scaffold925,430454,444048,1,gene,CGI_10017428,transcript,EKC31844,Tripartite motif-containing protein 2 
scaffold925,489708,493165,1,gene,CGI_10017429,transcript,EKC31845,Tripartite motif-containing protein 2 
scaffold925,503910,504146,-1,gene,CGI_10017430,transcript,EKC31846,
scaffold43576,13351,17052,1,gene,CGI_10011123,transcript,EKC18741,Neutral and basic amino acid transport protein rBAT 
scaffold43576,19670,20452,1,gene,CGI_10011124,transcript,EKC18742,
scaffold43576,21149,29974,-1,gene,CGI_10011125,transcript,EKC18743,Stress-induced-phosphoprotein 1 
scaffold43576,42816,49546,1,gene,CGI_10011126,transcript,EKC18744,Forkhead box protein N3 
scaffold43576,56651,66123,-1,gene,CGI_10011127,transcript,EKC18745,
scaffold43576,66936,72215,1,gene,CGI_10011128,transcript,EKC18746,Golgin subfamily A member 5 
scaffold43576,75346,77694,-1,gene,CGI_10011129,transcript,EKC18747,Alpha-soluble NSF attachment protein 
scaffold43576,81480,131391,1,gene,CGI_10011130,transcript,EKC18748,Fibroblast growth factor receptor 2 
scaffold43576,138939,139991,1,gene,CGI_10011132,transcript,EKC18749,
scaffold43576,152729,156314,-1,gene,CGI_10011133,transcript,EKC18750,Bone morphogenetic protein 2 
scaffold43576,197837,232524,-1,gene,CGI_10011134,transcript,EKC18751,F-box/WD repeat-containing protein 7 
scaffold43576,234303,237601,1,gene,CGI_10011135,transcript,EKC18752,Cyclin-dependent kinase inhibitor 3 
scaffold40820,3744,15689,1,gene,CGI_10004471,transcript,EKC21166,Tubulin polyglutamylase TTLL13 
scaffold40820,16607,22069,1,gene,CGI_10004472,transcript,EKC21167,
scaffold40820,24430,31741,1,gene,CGI_10004473,transcript,EKC21168,snRNA-activating protein complex subunit 3 
scaffold40820,33192,37967,-1,gene,CGI_10004474,transcript,EKC21169,Nucleolin 
scaffold40820,40998,50606,-1,gene,CGI_10004475,transcript,EKC21170,Chromatin assembly factor 1 subunit A 
scaffold40820,52034,53797,1,gene,CGI_10004476,transcript,EKC21171,
scaffold40820,55979,68758,1,gene,CGI_10004477,transcript,EKC21172,Endophilin-A2 
scaffold40820,68915,85567,1,gene,CGI_10004478,transcript,EKC21173,Calcium and integrin-binding family member 2 
scaffold40820,91515,97875,1,gene,CGI_10004479,transcript,EKC21174,Mesenchyme-specific cell surface glycoprotein 
scaffold43562,921,63783,1,gene,CGI_10011029,transcript,EKC18771,Protocadherin Fat 4 
scaffold43562,79017,125003,1,gene,CGI_10011030,transcript,EKC18772,Putative methylcytosine dioxygenase TET2 
scaffold43562,139233,142206,-1,gene,CGI_10011035,transcript,EKC18773,GPI inositol-deacylase 
scaffold43562,148449,149729,1,gene,CGI_10011036,transcript,EKC18774,
scaffold43562,156935,180007,-1,gene,CGI_10011037,transcript,EKC18775,GPI inositol-deacylase 
scaffold43562,182983,184192,-1,gene,CGI_10011039,transcript,EKC18776,
scaffold43562,190850,194524,1,gene,CGI_10011040,transcript,EKC18777,Phosphoinositide 3-kinase adapter protein 1 
scaffold43562,198597,204008,-1,gene,CGI_10011042,transcript,EKC18778,
scaffold43562,206476,211055,1,gene,CGI_10011043,transcript,EKC18779,Phosphoinositide 3-kinase adapter protein 1 
scaffold43562,211532,212196,1,gene,CGI_10011044,transcript,EKC18780,
scaffold43562,212613,216666,1,gene,CGI_10011045,transcript,EKC18781,Phosphoinositide 3-kinase adapter protein 1 
scaffold43562,219796,226184,1,gene,CGI_10011046,transcript,EKC18782,Phosphoinositide 3-kinase adapter protein 1 
scaffold43562,230299,246009,-1,gene,CGI_10011047,transcript,EKC18783,
scaffold43562,246221,246400,-1,gene,CGI_10011049,transcript,EKC18784,
scaffold43562,251559,252788,1,gene,CGI_10011050,transcript,EKC18785,Neuronal acetylcholine receptor subunit alpha-6 
scaffold43562,257291,258532,1,gene,CGI_10011051,transcript,EKC18786,Neuronal acetylcholine receptor subunit alpha-5 
scaffold43562,263616,272435,1,gene,CGI_10011052,transcript,EKC18787,Formin-like protein 1 
scaffold43562,279366,279608,1,gene,CGI_10011053,transcript,EKC18788,
scaffold5,46548,64040,-1,gene,CGI_10012925,transcript,EKC43129,
scaffold5,74774,91233,1,gene,CGI_10012926,transcript,EKC43130,
scaffold5,124041,133817,-1,gene,CGI_10012928,transcript,EKC43131,
scaffold5,168265,168939,-1,gene,CGI_10012929,transcript,EKC43132,Textilinin-2 
scaffold5,241543,248968,1,gene,CGI_10012930,transcript,EKC43133,Myc box-dependent-interacting protein 1 
scaffold5,252390,257542,1,gene,CGI_10012931,transcript,EKC43134,
scaffold5,271613,271948,-1,gene,CGI_10012932,transcript,EKC43135,
scaffold5,275941,278134,1,gene,CGI_10012933,transcript,EKC43136,
scaffold5,278401,287924,1,gene,CGI_10012934,transcript,EKC43137,
scaffold5,315808,316296,1,gene,CGI_10012935,transcript,EKC43138,
scaffold5,319253,338063,-1,gene,CGI_10012936,transcript,EKC43139,Deleted in malignant brain tumors 1 protein 
C34066,4625,8722,1,gene,CGI_10001190,transcript,EKC17313,cAMP-regulated D2 protein 
C34066,11718,15823,1,gene,CGI_10001191,transcript,EKC17314,Prostaglandin E2 receptor EP4 subtype 
scaffold1000,21835,26347,1,gene,CGI_10013066,transcript,EKC31228,Complement C1q tumor necrosis factor-related protein 3 
scaffold1000,31516,32819,-1,gene,CGI_10013067,transcript,EKC31229,Host cell factor 
scaffold1000,59040,60570,-1,gene,CGI_10013068,transcript,EKC31230,Microfibrillar-associated protein 1 
scaffold1000,69934,70281,1,gene,CGI_10013069,transcript,EKC31231,Caprin-2 
scaffold1000,72479,78087,1,gene,CGI_10013070,transcript,EKC31232,Heavy metal-binding protein HIP 
scaffold1000,86216,86560,1,gene,CGI_10013071,transcript,EKC31233,Complement C1q tumor necrosis factor-related protein 4 
scaffold1000,108099,108350,1,gene,CGI_10013072,transcript,EKC31234,
scaffold1000,115814,123093,1,gene,CGI_10013073,transcript,EKC31235,Complement C1q tumor necrosis factor-related protein 2 
scaffold1000,133988,143656,-1,gene,CGI_10013074,transcript,EKC31236,Prenylcysteine oxidase 
scaffold1000,146750,156759,1,gene,CGI_10013075,transcript,EKC31237,FAS-associated factor 2-B 
scaffold1000,158835,171191,-1,gene,CGI_10013076,transcript,EKC31238,Glutathione S-transferase A 
scaffold1000,178266,183865,-1,gene,CGI_10013077,transcript,EKC31239,Glutathione S-transferase A 
scaffold1000,185679,186080,1,gene,CGI_10013078,transcript,EKC31240,
scaffold1000,187757,190803,-1,gene,CGI_10013079,transcript,EKC31241,Tctex1 domain-containing protein 1-B 
scaffold1000,193468,193722,1,gene,CGI_10013080,transcript,EKC31242,
scaffold1000,194582,208723,1,gene,CGI_10013081,transcript,EKC31243,Pleckstrin-like protein domain-containing family A member 5 
scaffold1000,211314,230048,1,gene,CGI_10013082,transcript,EKC31244,Pleckstrin-like protein domain-containing family A member 7 
scaffold1000,235676,252253,-1,gene,CGI_10013083,transcript,EKC31245,Suppression of tumorigenicity 5 
scaffold1000,254688,266328,1,gene,CGI_10013084,transcript,EKC31246,60S ribosomal protein L27a 
scaffold1000,270040,273707,-1,gene,CGI_10013085,transcript,EKC31247,
scaffold1000,279792,281053,1,gene,CGI_10013086,transcript,EKC31248,Major egg antigen 
scaffold1000,288928,290415,1,gene,CGI_10013087,transcript,EKC31249,
scaffold1000,293157,305942,-1,gene,CGI_10013088,transcript,EKC31250,Glycosyltransferase-like protein LARGE1 
scaffold1000,313415,319591,-1,gene,CGI_10013090,transcript,EKC31251,Tumor necrosis factor receptor superfamily member 1B 
scaffold1000,340157,345472,-1,gene,CGI_10013091,transcript,EKC31252,FGGY carbohydrate kinase domain-containing protein 
C32110,1022,8135,-1,gene,CGI_10000840,transcript,EKC17436,Glycosyltransferase-like domain-containing protein 1 
C32110,8247,8759,-1,gene,CGI_10000841,transcript,EKC17437,Glycosyltransferase-like domain-containing protein 1 
scaffold76,5107,18277,1,gene,CGI_10009396,transcript,EKC42248,
scaffold76,45009,48634,-1,gene,CGI_10009397,transcript,EKC42249,
scaffold76,54872,67079,-1,gene,CGI_10009398,transcript,EKC42250,
scaffold76,117906,156990,-1,gene,CGI_10009400,transcript,EKC42251,Guanine nucleotide exchange factor VAV2 
scaffold76,161425,163685,1,gene,CGI_10009401,transcript,EKC42252,
scaffold76,163835,170118,1,gene,CGI_10009402,transcript,EKC42253,
scaffold76,171017,218588,1,gene,CGI_10009404,transcript,EKC42254,E3 ubiquitin-protein ligase RFWD2 
scaffold76,221391,229684,-1,gene,CGI_10009406,transcript,EKC42255,Monocarboxylate transporter 14 
scaffold1618,163,9639,-1,gene,CGI_10001104,transcript,EKC25959,
scaffold279,38646,42411,-1,gene,CGI_10012620,transcript,EKC39209,
scaffold279,64013,83426,-1,gene,CGI_10012621,transcript,EKC39210,
scaffold279,99091,106870,-1,gene,CGI_10012622,transcript,EKC39211,Proton-coupled amino acid transporter 4 
scaffold279,112169,129832,-1,gene,CGI_10012624,transcript,EKC39212,DNA-directed RNA polymerase 
scaffold279,130148,139080,1,gene,CGI_10012625,transcript,EKC39213,Splicing factor 1 
scaffold279,154783,159705,-1,gene,CGI_10012627,transcript,EKC39214,Elongation of very long chain fatty acids protein 4 
scaffold279,171204,172997,1,gene,CGI_10012628,transcript,EKC39215,Forkhead box protein H1 
